0	2563.9	1124.11
1	2058.38	1124.11
2	1793.37	1124.11
3	1588.93	1124.11
4	1468.24	1124.11
5	1379.06	1124.11
6	1321.19	1124.11
7	1274.49	1124.11
8	1240.25	1124.11
9	1213.42	1124.11
10	1195.37	1124.11
11	1175.95	1103.88
12	1162.42	1103.88
13	1155.97	1103.88
14	1149.99	1103.88
15	1146.95	1103.88
16	1142.79	1103.88
17	1137.95	1103.88
18	1134.69	1103.88
19	1129.45	1103.88
20	1127.52	1103.88
21	1123	1103.88
22	1118.98	1103.88
23	1115.54	1103.88
24	1113.12	1103.88
25	1110	1103.88
26	1108.14	1103.88
27	1106.67	1103.88
28	1105.7	1103.88
29	1104.99	1103.88
30	1104.51	1103.87
31	1104.37	1103.87
32	1104.09	1103.87
33	1103.92	1103.87
34	1103.9	1103.87
35	1103.88	1103.87
36	1103.88	1103.87
37	1103.88	1103.87
38	1103.87	1103.87
39	1103.87	1103.84
40	1103.87	1103.84
41	1103.87	1103.84
42	1103.87	1103.84
43	1103.87	1103.84
44	1103.87	1103.84
45	1103.87	1103.84
46	1103.86	1103.84
47	1103.86	1103.84
48	1103.86	1103.84
49	1103.86	1103.84
50	1103.86	1103.84
51	1103.86	1103.84
52	1103.86	1103.84
53	1103.85	1103.84
54	1103.85	1103.84
55	1103.85	1103.84
56	1103.85	1103.84
57	1103.85	1103.84
58	1103.85	1103.84
59	1103.85	1103.84
60	1103.85	1103.84
61	1103.85	1103.84
62	1103.84	1103.84
63	1103.84	1103.84
64	1103.84	1103.84
65	1103.84	1103.83
66	1103.84	1103.83
67	1103.84	1103.83
68	1103.84	1103.83
69	1103.84	1103.83
70	1103.84	1103.83
71	1103.84	1103.83
72	1103.84	1103.83
73	1103.84	1103.83
74	1103.84	1103.83
75	1103.84	1103.83
76	1103.83	1103.83
77	1103.83	1103.83
78	1103.83	1103.83
79	1103.83	1103.83
80	1103.83	1103.83
81	1103.83	1103.83
82	1103.83	1103.83
83	1103.83	1103.83
84	1103.83	1103.83
85	1103.83	1103.83
86	1103.83	1103.83
87	1103.83	1103.83
88	1103.83	1103.83
89	1103.83	1103.83
90	1103.83	1103.83
91	1103.83	1103.83
92	1103.83	1103.83
93	1103.83	1103.83
94	1103.83	1103.83
95	1103.83	1103.83
96	1103.83	1103.83
97	1103.83	1103.83
98	1103.83	1103.83
99	1103.83	1103.83
100	1103.83	1103.83
101	1103.83	1103.83
102	1103.83	1103.83
103	1103.83	1103.83
104	1103.83	1103.83
105	1103.83	1103.83
106	1103.83	1103.83
107	1103.83	1103.83
108	1103.83	1103.83
109	1103.83	1103.83
110	1103.83	1103.83
111	1103.83	1103.83
112	1103.83	1103.83
113	1103.83	1103.83
114	1103.83	1103.83
115	1103.83	1103.83
116	1103.83	1103.83
117	1103.83	1103.83
118	1103.83	1103.83
119	1103.83	1103.83
120	1103.83	1103.83
121	1103.83	1103.83
122	1103.83	1103.83
123	1103.83	1103.83
124	1103.83	1103.83
125	1103.83	1103.83
126	1103.83	1103.83
127	1103.83	1103.83
128	1103.83	1103.83
129	1103.83	1103.83
130	1103.83	1103.83
131	1103.83	1103.83
132	1103.83	1103.83
133	1103.83	1103.83
134	1103.83	1103.83
135	1103.83	1103.83
136	1103.83	1103.83
137	1103.83	1103.83
138	1103.83	1103.83
139	1103.83	1103.83
140	1103.83	1103.83
141	1103.83	1103.83
142	1103.83	1103.83
143	1103.83	1103.83
144	1103.83	1103.83
145	1103.83	1103.83
146	1103.83	1103.83
147	1103.83	1103.83
148	1103.83	1103.83
149	1103.83	1103.83
150	1103.83	1103.83
151	1103.83	1103.83
152	1103.83	1103.83
153	1103.83	1103.83
154	1103.83	1103.83
155	1103.83	1103.83
156	1103.83	1103.83
157	1103.83	1103.83
158	1103.83	1103.83
159	1103.83	1103.83
160	1103.83	1103.83
161	1103.83	1103.83
162	1103.83	1103.83
163	1103.83	1103.83
164	1103.83	1103.83
165	1103.83	1103.83
166	1103.83	1103.83
167	1103.83	1103.83
168	1103.83	1103.83
169	1103.83	1103.83
170	1103.83	1103.83
171	1103.83	1103.83
172	1103.83	1103.83
173	1103.83	1103.83
174	1103.83	1103.83
175	1103.83	1103.83
176	1103.83	1103.83
177	1103.83	1103.83
178	1103.83	1103.83
179	1103.83	1103.83
180	1103.83	1103.83
181	1103.83	1103.83
182	1103.83	1103.83
183	1103.83	1103.83
184	1103.83	1103.83
185	1103.83	1103.83
186	1103.83	1103.83
187	1103.83	1103.83
188	1103.83	1103.83
189	1103.83	1103.83
190	1103.83	1103.83
191	1103.83	1103.83
192	1103.83	1103.83
193	1103.83	1103.83
194	1103.83	1103.83
195	1103.83	1103.83
196	1103.83	1103.83
197	1103.83	1103.83
198	1103.83	1103.83
199	1103.83	1103.83
200	1103.83	1103.83
